Format,OpenLAP Export
Venue,MIS Endurance 2023
Vehicle,FB23
Driver,OpenLap
Device
Comment
Date,05/10/2023
Time,15:05:29
Frequency,50





distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear,fuel_cons,energy_spent_fuel,energy_spent_mech
distance,time,speed_max,elevation,speed,yaw_rate,long_acc,lat_acc,sum_acc,throttle,brake_pres,brake_force,steering,delta,beta,Fz_aero,Fx_aero,Fx_eng,Fx_roll,Fz_mass,Fz_total,wheel_torque,engine_torque,engine_power,engine_speed,gear,fuel_cons,energy_spent_fuel,energy_spent_mech
m,s,m/s,m,m/s,rad/s,m/s/s,m/s/s,m/s/s,ratio,Pa,N,deg,deg,deg,N,N,N,N,N,N,N.m,N.m,W,rpm,,kg,J,J


-1.009369,0.000000,31.826965,0.000000,23.471018,-0.396169,5.376053,-9.384737,9.103117,1.000000,0.000000,0.000000,-4.184244,-1.195498,-1.279140,-927.734802,-508.061340,2027.802246,-3.694155,-2766.419922,-3694.154541,411.643860,50.659500,52796.960938,9950.712891,4.000000,-0.000000,-9.463867,-3.312988
-0.531027,0.020000,31.826965,0.000000,23.577209,-0.304540,5.332828,-7.214765,8.174304,1.000000,0.000000,0.000000,-3.216047,-0.918871,-0.983373,-936.250977,-512.725098,2020.285034,-3.702671,-2766.419922,-3702.670898,410.117859,50.471703,52834.398438,9995.734375,4.000000,0.000064,3016.513184,1055.779541
-0.052685,0.040000,31.826965,0.000000,23.683401,-0.212910,5.289602,-5.044793,7.245490,1.000000,0.000000,0.000000,-2.247850,-0.642243,-0.687605,-944.767090,-517.388794,2012.767700,-3.711187,-2766.419922,-3711.187012,408.591827,50.283894,52871.835938,10040.752930,4.000000,0.000128,6042.490234,2114.871582
0.425657,0.060000,31.826965,0.000000,23.789589,-0.121281,5.246376,-2.874820,6.316677,1.000000,0.000000,0.000000,-1.279653,-0.365615,-0.391838,-953.283203,-522.052551,2005.250244,-3.719703,-2766.419922,-3719.703125,407.065796,50.096092,52909.273438,10085.771484,4.000000,0.000192,9068.466797,3173.963379
0.903998,0.080000,31.826965,0.000000,23.895779,-0.029651,5.203150,-0.704848,5.387863,1.000000,0.000000,0.000000,-0.311456,-0.088987,-0.096071,-961.799316,-526.716248,1997.732910,-3.728219,-2766.419922,-3728.219482,405.539764,49.908287,52946.710938,10130.791992,4.000000,0.000256,12094.444336,4233.055664
1.385797,0.100000,31.826965,0.000000,24.000505,0.031311,5.160269,0.757133,5.369895,1.000000,0.000000,0.000000,0.319962,0.091418,0.103197,-970.259521,-531.349365,1990.281982,-3.736680,-2766.419922,-3736.679688,404.027252,49.722149,52980.000000,10175.191406,4.000000,0.000320,15123.457031,5293.209961
1.868463,0.120000,31.826965,0.000000,24.104864,0.084573,5.117475,2.041344,5.580630,1.000000,0.000000,0.000000,0.866818,0.247662,0.278235,-978.705688,-535.974792,1982.847900,-3.745126,-2766.419922,-3745.125732,402.518097,49.536427,53012.246094,10219.435547,4.000000,0.000385,18153.230469,6353.630859
2.354194,0.140000,31.826965,0.000000,24.207912,0.104297,5.075112,2.525527,5.671644,1.000000,0.000000,0.000000,1.063451,0.303843,0.344229,-987.099609,-540.571655,1975.506958,-3.753520,-2766.419922,-3753.519531,401.027924,49.353031,53041.312500,10263.124023,4.000000,0.000449,21185.400391,7414.890625
2.841072,0.160000,31.826965,0.000000,24.310472,0.111458,5.032912,2.710009,5.717809,1.000000,0.000000,0.000000,1.128885,0.322539,0.369374,-995.474060,-545.157776,1968.200928,-3.761894,-2766.419922,-3761.894287,399.544769,49.170506,53069.183594,10306.605469,4.000000,0.000513,24218.464844,8476.462891
3.330718,0.180000,31.826965,0.000000,24.411850,0.124004,4.991105,3.028558,5.847507,1.000000,0.000000,0.000000,1.246803,0.356229,0.412793,-1003.799438,-549.717102,1960.979004,-3.770219,-2766.419922,-3770.219238,398.078735,48.990086,53094.742188,10349.583984,4.000000,0.000577,27253.435547,9538.703125
3.821703,0.200000,31.826965,0.000000,24.512655,0.139159,4.949490,3.412077,6.017688,1.000000,0.000000,0.000000,1.390155,0.397187,0.465066,-1012.101196,-554.263428,1953.797974,-3.778521,-2766.419922,-3778.521240,396.621002,48.810692,53119.187500,10392.321289,4.000000,0.000642,30289.328125,10601.263672
4.315238,0.220000,31.826965,0.000000,24.612366,0.196198,4.907685,4.835959,7.012055,1.000000,0.000000,0.000000,1.942935,0.555124,0.659141,-1020.355957,-558.784058,1946.538086,-3.786776,-2766.419922,-3786.775879,395.147247,48.629318,53136.796875,10434.594727,4.000000,0.000706,33326.242188,11664.183594
4.810226,0.240000,31.826965,0.000000,24.711454,0.277120,4.865773,6.853067,8.476383,1.000000,0.000000,0.000000,2.729175,0.779764,0.934073,-1028.583984,-563.289978,1939.233154,-3.795004,-2766.419922,-3795.003906,393.664307,48.446823,53150.515625,10476.603516,4.000000,0.000770,36363.734375,12727.307617
5.307622,0.260000,31.826965,0.000000,24.809484,0.324216,4.821701,8.045801,9.386564,1.000000,0.000000,0.000000,3.174403,0.906972,1.096643,-1036.764282,-567.769836,1931.292725,-3.803184,-2766.419922,-3803.184082,392.052368,48.248451,53142.562500,10518.164062,4.000000,0.000835,39399.714844,13789.900391
5.806515,0.280000,31.826965,0.000000,24.906860,0.350280,4.776284,8.725966,9.952192,1.000000,0.000000,0.000000,3.407598,0.973599,1.189349,-1044.914917,-572.233398,1922.956787,-3.811335,-2766.419922,-3811.334961,390.360260,48.040203,53121.136719,10559.447266,4.000000,0.000899,42434.753906,14852.163086
6.307734,0.300000,31.826965,0.000000,25.003109,0.360152,4.730452,9.004880,10.171890,1.000000,0.000000,0.000000,3.482109,0.994888,1.227365,-1053.009277,-576.666138,1914.472900,-3.819429,-2766.419922,-3819.429199,388.638000,47.828251,53090.972656,10600.252930,4.000000,0.000963,45467.304688,15913.555664
6.810427,0.320000,31.826965,0.000000,25.098644,0.359765,4.684356,9.029590,10.172430,1.000000,0.000000,0.000000,3.456087,0.987453,1.230733,-1061.067871,-581.079285,1905.895142,-3.827488,-2766.419922,-3827.487793,386.896698,47.613953,53055.277344,10640.755859,4.000000,0.001028,48498.277344,16974.396484
7.315426,0.340000,31.826965,0.000000,25.193024,0.371170,4.638745,9.352367,10.442311,1.000000,0.000000,0.000000,3.542101,1.012029,1.274728,-1069.065918,-585.459351,1897.420898,-3.835486,-2766.419922,-3835.485840,385.176422,47.402252,53017.750000,10680.769531,4.000000,0.001092,51526.546875,18034.292969
